"","round","sumadopt","sd","name","tau"
"382",82,22430.71,8.70074303108243,"Stochastic & heterogeneous thresholds",".35"
"383",83,22429.66,7.86530548059198,"Stochastic & heterogeneous thresholds",".35"
"384",84,22429.68,8.7303950643598,"Stochastic & heterogeneous thresholds",".35"
"385",85,22430.8,8.32181021488265,"Stochastic & heterogeneous thresholds",".35"
"386",86,22431.2,7.98230365979469,"Stochastic & heterogeneous thresholds",".35"
"387",87,22431.03,8.87335701110153,"Stochastic & heterogeneous thresholds",".35"
"388",88,22431.22,7.57531877517076,"Stochastic & heterogeneous thresholds",".35"
"389",89,22432.24,8.88889898989326,"Stochastic & heterogeneous thresholds",".35"
"390",90,22430.21,8.59444852532992,"Stochastic & heterogeneous thresholds",".35"
"391",91,22429.14,9.15414571865577,"Stochastic & heterogeneous thresholds",".35"
"392",92,22431.28,8.97705267598864,"Stochastic & heterogeneous thresholds",".35"
"393",93,22429.24,8.04422121460462,"Stochastic & heterogeneous thresholds",".35"
"394",94,22431.06,7.46008909416833,"Stochastic & heterogeneous thresholds",".35"
"395",95,22429.19,8.34326075344645,"Stochastic & heterogeneous thresholds",".35"
"396",96,22429.16,8.50753676560859,"Stochastic & heterogeneous thresholds",".35"
"397",97,22431.33,9.43243383654548,"Stochastic & heterogeneous thresholds",".35"
"398",98,22430.22,9.3350431334317,"Stochastic & heterogeneous thresholds",".35"
"399",99,22430.64,8.433363276986,"Stochastic & heterogeneous thresholds",".35"
"400",100,22429.59,9.1806724957787,"Stochastic & heterogeneous thresholds",".35"
"401",1,12.89,1.54981263122972,"Stochastic & heterogeneous thresholds",".40"
"402",2,858.27,25.8006557742984,"Stochastic & heterogeneous thresholds",".40"
"403",3,1308.61,39.757064044194,"Stochastic & heterogeneous thresholds",".40"
"404",4,1643.3,52.8213111262008,"Stochastic & heterogeneous thresholds",".40"
"405",5,1931.4,64.1321237207165,"Stochastic & heterogeneous thresholds",".40"
"406",6,2212.24,80.0375063594714,"Stochastic & heterogeneous thresholds",".40"
"407",7,2497.14,102.050989433932,"Stochastic & heterogeneous thresholds",".40"
"408",8,2804.48,129.065364381108,"Stochastic & heterogeneous thresholds",".40"
"409",9,3146.25,161.053813391924,"Stochastic & heterogeneous thresholds",".40"
"410",10,3531.61,192.613387568744,"Stochastic & heterogeneous thresholds",".40"
"411",11,3988.89,243.931183166917,"Stochastic & heterogeneous thresholds",".40"
"412",12,4523.74,301.152822710103,"Stochastic & heterogeneous thresholds",".40"
"413",13,5160,383.566753701953,"Stochastic & heterogeneous thresholds",".40"
"414",14,5930.64,471.267783363518,"Stochastic & heterogeneous thresholds",".40"
"415",15,6849.18,588.139806439925,"Stochastic & heterogeneous thresholds",".40"
"416",16,7969.15,726.257090231215,"Stochastic & heterogeneous thresholds",".40"
"417",17,9325.77,884.093839059308,"Stochastic & heterogeneous thresholds",".40"
"418",18,10943.09,1078.28798176376,"Stochastic & heterogeneous thresholds",".40"
"419",19,12845.8,1265.10124959118,"Stochastic & heterogeneous thresholds",".40"
"420",20,14970.37,1398.74219583311,"Stochastic & heterogeneous thresholds",".40"
"421",21,17155.63,1403.35266419422,"Stochastic & heterogeneous thresholds",".40"
"422",22,19155.46,1221.80797826728,"Stochastic & heterogeneous thresholds",".40"
"423",23,20696.42,890.825541310141,"Stochastic & heterogeneous thresholds",".40"
"424",24,21647.8,522.735443063069,"Stochastic & heterogeneous thresholds",".40"
"425",25,22108.43,242.947525406229,"Stochastic & heterogeneous thresholds",".40"
"426",26,22284.59,86.9270093210099,"Stochastic & heterogeneous thresholds",".40"
"427",27,22338.61,30.4212495509706,"Stochastic & heterogeneous thresholds",".40"
"428",28,22350.61,14.5101114169855,"Stochastic & heterogeneous thresholds",".40"
"429",29,22354.8,10.8506854040366,"Stochastic & heterogeneous thresholds",".40"
"430",30,22353.79,10.9777506849541,"Stochastic & heterogeneous thresholds",".40"
"431",31,22353.33,11.157327618922,"Stochastic & heterogeneous thresholds",".40"
"432",32,22353.67,12.8275705282242,"Stochastic & heterogeneous thresholds",".40"
"433",33,22354.91,11.7766203929136,"Stochastic & heterogeneous thresholds",".40"
"434",34,22356.55,11.6812679192809,"Stochastic & heterogeneous thresholds",".40"
"435",35,22355.47,10.6452958264354,"Stochastic & heterogeneous thresholds",".40"
"436",36,22354.53,12.1974123766834,"Stochastic & heterogeneous thresholds",".40"
"437",37,22354.36,13.7822312776233,"Stochastic & heterogeneous thresholds",".40"
"438",38,22354.48,12.0675539603459,"Stochastic & heterogeneous thresholds",".40"
"439",39,22353.53,13.0851562134853,"Stochastic & heterogeneous thresholds",".40"
"440",40,22355.73,10.5685401264338,"Stochastic & heterogeneous thresholds",".40"
"441",41,22353.87,11.2623938464038,"Stochastic & heterogeneous thresholds",".40"
"442",42,22356.21,12.6828405510928,"Stochastic & heterogeneous thresholds",".40"
"443",43,22355.01,12.0382345428676,"Stochastic & heterogeneous thresholds",".40"
"444",44,22354.88,13.4196298252398,"Stochastic & heterogeneous thresholds",".40"
"445",45,22354.13,11.2120561013671,"Stochastic & heterogeneous thresholds",".40"
"446",46,22354.18,11.25317463625,"Stochastic & heterogeneous thresholds",".40"
"447",47,22354.44,10.3419514404178,"Stochastic & heterogeneous thresholds",".40"
"448",48,22354.98,11.8653897848943,"Stochastic & heterogeneous thresholds",".40"
"449",49,22353.75,11.7201156611661,"Stochastic & heterogeneous thresholds",".40"
"450",50,22352.61,12.1305149906916,"Stochastic & heterogeneous thresholds",".40"
"451",51,22353.07,10.634663163733,"Stochastic & heterogeneous thresholds",".40"
"452",52,22352.72,12.5963599038882,"Stochastic & heterogeneous thresholds",".40"
"453",53,22355.39,11.4476366049235,"Stochastic & heterogeneous thresholds",".40"
"454",54,22355.27,11.0039983550517,"Stochastic & heterogeneous thresholds",".40"
"455",55,22354.4,11.979780946042,"Stochastic & heterogeneous thresholds",".40"
"456",56,22353.58,13.1150156829352,"Stochastic & heterogeneous thresholds",".40"
"457",57,22353.88,12.7645975061868,"Stochastic & heterogeneous thresholds",".40"
"458",58,22354.8,12.17963194614,"Stochastic & heterogeneous thresholds",".40"
"459",59,22355.28,11.0069583134093,"Stochastic & heterogeneous thresholds",".40"
"460",60,22355.21,11.3940397319889,"Stochastic & heterogeneous thresholds",".40"
"461",61,22354.43,12.0161969815325,"Stochastic & heterogeneous thresholds",".40"
"462",62,22354.5,12.1684307562934,"Stochastic & heterogeneous thresholds",".40"
"463",63,22353.5,12.7021035401005,"Stochastic & heterogeneous thresholds",".40"
"464",64,22354.7,11.1731098552902,"Stochastic & heterogeneous thresholds",".40"
"465",65,22353.84,12.5373945708932,"Stochastic & heterogeneous thresholds",".40"
"466",66,22355.29,13.5320756244957,"Stochastic & heterogeneous thresholds",".40"
"467",67,22355.95,12.0297400830046,"Stochastic & heterogeneous thresholds",".40"
"468",68,22356.58,12.0823604624028,"Stochastic & heterogeneous thresholds",".40"
"469",69,22353.62,12.5937133587205,"Stochastic & heterogeneous thresholds",".40"
"470",70,22354.65,13.0355961764995,"Stochastic & heterogeneous thresholds",".40"
"471",71,22353.45,11.5166765337852,"Stochastic & heterogeneous thresholds",".40"
"472",72,22356.69,12.8398802662846,"Stochastic & heterogeneous thresholds",".40"
"473",73,22355.14,13.0422932853626,"Stochastic & heterogeneous thresholds",".40"
"474",74,22356.77,11.7127703767721,"Stochastic & heterogeneous thresholds",".40"
"475",75,22353.61,13.0072978738783,"Stochastic & heterogeneous thresholds",".40"
"476",76,22356.17,11.9536605272193,"Stochastic & heterogeneous thresholds",".40"
"477",77,22355.65,13.3283134489679,"Stochastic & heterogeneous thresholds",".40"
"478",78,22354.27,10.3892475495805,"Stochastic & heterogeneous thresholds",".40"
"479",79,22354.03,10.0729209951105,"Stochastic & heterogeneous thresholds",".40"
"480",80,22354.98,13.6181548461655,"Stochastic & heterogeneous thresholds",".40"
"481",81,22355.29,11.2782037039539,"Stochastic & heterogeneous thresholds",".40"
"482",82,22355.37,11.6789156477419,"Stochastic & heterogeneous thresholds",".40"
"483",83,22354.28,11.7654519074219,"Stochastic & heterogeneous thresholds",".40"
"484",84,22354.11,11.7334839866361,"Stochastic & heterogeneous thresholds",".40"
"485",85,22355.66,11.6742140089718,"Stochastic & heterogeneous thresholds",".40"
"486",86,22354.74,12.6838957785537,"Stochastic & heterogeneous thresholds",".40"
"487",87,22353.84,11.9102027393714,"Stochastic & heterogeneous thresholds",".40"
"488",88,22356.18,13.6229010986439,"Stochastic & heterogeneous thresholds",".40"
"489",89,22353.08,12.0232770873498,"Stochastic & heterogeneous thresholds",".40"
"490",90,22354.66,12.5313505846237,"Stochastic & heterogeneous thresholds",".40"
"491",91,22353.15,11.8418663216487,"Stochastic & heterogeneous thresholds",".40"
"492",92,22355.35,12.0070475937756,"Stochastic & heterogeneous thresholds",".40"
"493",93,22355.92,12.2306784337376,"Stochastic & heterogeneous thresholds",".40"
"494",94,22354.39,11.4043186928674,"Stochastic & heterogeneous thresholds",".40"
"495",95,22356.04,11.5048694126452,"Stochastic & heterogeneous thresholds",".40"
"496",96,22354.76,13.1871685414805,"Stochastic & heterogeneous thresholds",".40"
"497",97,22357.14,12.6754514991408,"Stochastic & heterogeneous thresholds",".40"
"498",98,22355.6,11.6921798954289,"Stochastic & heterogeneous thresholds",".40"
"499",99,22354.88,12.6605088700449,"Stochastic & heterogeneous thresholds",".40"
"500",100,22354.97,11.3310648353555,"Stochastic & heterogeneous thresholds",".40"
